id,url_token,name,use_default_avatar,avatar_url,avatar_url_template,is_org,type,url,user_type,headline,gender,is_advertiser,vip_info,badge,is_following,is_followed,follower_count,answer_count,articles_count,is_realname,self_recommend
5cfe9bdc4b8c63f2c00f7dd5f9b9771c,zhou-yin-yin-20,周喵喵,False,https://pic4.zhimg.com/85bca4a060e2532f6b77515e5b958ff9_l.jpg,https://pic2.zhimg.com/85bca4a060e2532f6b77515e5b958ff9.jpg,False,people,https://www.zhihu.com/api/v4/people/zhou-yin-yin-20,people,深井冰患者晚期。,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,75,84,0,True,
89db3b1cca156ab75220bbf8989ddee1,niu-mo-wang-de-bi-zi,牛魔王的鼻子,False,https://pic3.zhimg.com/v2-76deba71240d2770c653ca27c02f1245_l.jpg,https://pic4.zhimg.com/v2-76deba71240d2770c653ca27c02f1245.jpg,False,people,https://www.zhihu.com/api/v4/people/niu-mo-wang-de-bi-zi,people,免费回答高中地理,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,172,1,True,
97b4b2a49043dc92f2529da301ff9c22,run-chun-abian-bian,猪和猴塞雷,False,https://pic2.zhimg.com/v2-d9568f496280954f1e77b3ae18b6ce0b_l.jpg,https://pic3.zhimg.com/v2-d9568f496280954f1e77b3ae18b6ce0b.jpg,False,people,https://www.zhihu.com/api/v4/people/run-chun-abian-bian,people,窝窝头一块钱四个！嘿嘿！！,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,1,0,0,True,
23ff16d6c8cc23022a7a9ce08d3c33d0,xiang-yi-72-90,向奕,False,https://pic3.zhimg.com/9c15b88cc1ade3d61f129da2ed355ac3_l.jpg,https://pic3.zhimg.com/9c15b88cc1ade3d61f129da2ed355ac3.jpg,False,people,https://www.zhihu.com/api/v4/people/xiang-yi-72-90,people,交互设计,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,9,48,0,False,
323e6b31a0739ff5a9cfd98a3103c6f5,jing-jian-68-65,旌戬,False,https://pic2.zhimg.com/v2-6b0743cb0a5885d6ccac90e8b2c1f3fc_l.jpg,https://pic1.zhimg.com/v2-6b0743cb0a5885d6ccac90e8b2c1f3fc.jpg,False,people,https://www.zhihu.com/api/v4/people/jing-jian-68-65,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
933fc03a2d410f19313e4dd6e7f2c15d,ai-qi-duo-nuo-80,埃琦多纳,False,https://pic1.zhimg.com/v2-03e1217c164619065c88c94c26f321f1_l.jpg,https://pic1.zhimg.com/v2-03e1217c164619065c88c94c26f321f1.jpg,False,people,https://www.zhihu.com/api/v4/people/ai-qi-duo-nuo-80,people,风俗娘真好看！！！,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,4,46,0,True,
0d452d7724d8f00382af678df3b80d46,hteifl,HTEIFL,True,https://pic1.zhimg.com/da8e974dc_l.jpg,https://pic4.zhimg.com/da8e974dc.jpg,False,people,https://www.zhihu.com/api/v4/people/hteifl,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,1,0,True,
fe22f244dc93b193692ae61639106c6a,xu-xie-10-71,Xxxxxy,False,https://pic4.zhimg.com/6c39e6aff331977f269990d43d3fb003_l.jpg,https://pic2.zhimg.com/6c39e6aff331977f269990d43d3fb003.jpg,False,people,https://www.zhihu.com/api/v4/people/xu-xie-10-71,people,,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,20,3,0,True,
a8b949092def7f203332869d905e420b,ming-huo-an,记忆的爪牙,False,https://pic2.zhimg.com/v2-383a4249652e43277ec96f104c232e19_l.jpg,https://pic2.zhimg.com/v2-383a4249652e43277ec96f104c232e19.jpg,False,people,https://www.zhihu.com/api/v4/people/ming-huo-an,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
c54ce6c0a46bd103e3e616981b1b678a,shi-yang-23-42,施扬,False,https://pic2.zhimg.com/v2-bbca4ffb3c9bf25d1d2e70950682b303_l.jpg,https://pic4.zhimg.com/v2-bbca4ffb3c9bf25d1d2e70950682b303.jpg,False,people,https://www.zhihu.com/api/v4/people/shi-yang-23-42,people,,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,25,19,0,True,
7778ac5be21ba4d1dfe6c81431da3dca,wei-lu-ning-13,yuki,False,https://pic4.zhimg.com/v2-683c49f70746573eb0e3c69a70179fa1_l.jpg,https://pic1.zhimg.com/v2-683c49f70746573eb0e3c69a70179fa1.jpg,False,people,https://www.zhihu.com/api/v4/people/wei-lu-ning-13,people,,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
b7ba3b99add40f0a91062321ae1bb0d5,xiongi-73,转蓝,False,https://pic3.zhimg.com/e2e8311e5_l.jpg,https://pic4.zhimg.com/e2e8311e5.jpg,False,people,https://www.zhihu.com/api/v4/people/xiongi-73,people,,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,2,0,True,
201a9dd21a0ee9e5aa1605ebfa7e823f,he-sui-34-46,「已注销」,True,https://pic1.zhimg.com/da8e974dc_l.jpg,https://pic4.zhimg.com/da8e974dc.jpg,False,people,https://www.zhihu.com/api/v4/people/he-sui-34-46,people,,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,False,
7b12bad1044608a7a32dda17e0628659,paradiseofheaven,柚子炸裂喵,False,https://pic4.zhimg.com/v2-75e537ce2a008be768bc4065125dd335_l.jpg,https://pic3.zhimg.com/v2-75e537ce2a008be768bc4065125dd335.jpg,False,people,https://www.zhihu.com/api/v4/people/paradiseofheaven,people,正反方全盘接受，不断打破重长。,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,11,23,0,True,
df5e8ade3cf44e43ab63047cb247bdce,opqohaha,NIVEA,False,https://pic1.zhimg.com/4b965174307b2bbe202aba65d7ed2ada_l.jpg,https://pic2.zhimg.com/4b965174307b2bbe202aba65d7ed2ada.jpg,False,people,https://www.zhihu.com/api/v4/people/opqohaha,people,爱吃爱跑爱健身,1,False,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic2.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic2.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}",,False,False,341,20,0,True,
fdf754f28cc287bc75a26db28067bc2a,ha-ha-ha-ha-43-12-14,哈哈哈哈,True,https://pic1.zhimg.com/da8e974dc_l.jpg,https://pic4.zhimg.com/da8e974dc.jpg,False,people,https://www.zhihu.com/api/v4/people/ha-ha-ha-ha-43-12-14,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
28bfbea593e4c14ea9e7cd9251c81daf,di-geng-si-59,狄更斯,True,https://pic4.zhimg.com/da8e974dc_l.jpg,https://pic1.zhimg.com/da8e974dc.jpg,False,people,https://www.zhihu.com/api/v4/people/di-geng-si-59,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
6047a031e534bff43f39a30504a9dea6,guo-yi-jun-46-66,Yuri,False,https://pic2.zhimg.com/v2-dd73b37aed12f13ed6ba2a7429351094_l.jpg,https://pic4.zhimg.com/v2-dd73b37aed12f13ed6ba2a7429351094.jpg,False,people,https://www.zhihu.com/api/v4/people/guo-yi-jun-46-66,people,想从冰山一隅看到整个世界。,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,474,46,0,True,
cd72d35464ca84c9acd0d5ccc4b977b6,dai-xi-ta-da-biao-gu-de-bang-bang-niu,想名字太蛮烦了,False,https://pic1.zhimg.com/v2-a6cc4ce5bcd079bf6b13789ba4e18409_l.jpg,https://pic4.zhimg.com/v2-a6cc4ce5bcd079bf6b13789ba4e18409.jpg,False,people,https://www.zhihu.com/api/v4/people/dai-xi-ta-da-biao-gu-de-bang-bang-niu,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,87,0,True,
c9c38b6ecf8cc2dd0be8c27f5ac5b63d,yu-guo-qu-zhuang-shan,与过去撞衫,False,https://pic3.zhimg.com/a3680f159ceb158da0b263b5bd2bc2c1_l.jpg,https://pic4.zhimg.com/a3680f159ceb158da0b263b5bd2bc2c1.jpg,False,people,https://www.zhihu.com/api/v4/people/yu-guo-qu-zhuang-shan,people,学生,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,42,0,True,
a49945892828b6b5c299e495a30f6a10,long-gong-gong-76,龙共公,False,https://pic4.zhimg.com/v2-d81a0f9124b1e03a4a97f0a7915acc61_l.jpg,https://pic2.zhimg.com/v2-d81a0f9124b1e03a4a97f0a7915acc61.jpg,False,people,https://www.zhihu.com/api/v4/people/long-gong-gong-76,people,健身爱好者,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,10,0,True,
89c62b18c9e3c1bedc58f9a69c071e7e,jiang-bing-23-13,冰太一,False,https://pic3.zhimg.com/v2-7fdd0d1b31e9acfb7625b49b9ba70e64_l.jpg,https://pic3.zhimg.com/v2-7fdd0d1b31e9acfb7625b49b9ba70e64.jpg,False,people,https://www.zhihu.com/api/v4/people/jiang-bing-23-13,people,年纪大了,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,60,199,0,True,
12422061eb33ac9624e0244ae8d23dea,kaxiliyasi4,kaxiliyasi4,False,https://pic4.zhimg.com/v2-6184cdd0c0f9c16815cee05ea987a7a4_l.jpg,https://pic1.zhimg.com/v2-6184cdd0c0f9c16815cee05ea987a7a4.jpg,False,people,https://www.zhihu.com/api/v4/people/kaxiliyasi4,people,学生,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
ba98c5468df08f5d6f3de745ebabcdc9,zaoyinvyiya,莫羡,False,https://pic3.zhimg.com/v2-7453460dd4f20da4c24cd9a0bf02d41b_l.jpg,https://pic2.zhimg.com/v2-7453460dd4f20da4c24cd9a0bf02d41b.jpg,False,people,https://www.zhihu.com/api/v4/people/zaoyinvyiya,people,苏菲思想/产品经理/分子人类学爱好者,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,6999,272,5,True,
f37322ffd2523718cad5c345070fe83f,a-fu-jia-de-luo-37-36,几多悲欢喜怒,False,https://pic2.zhimg.com/v2-7928f3fb665804bf484928f2177daf33_l.jpg,https://pic4.zhimg.com/v2-7928f3fb665804bf484928f2177daf33.jpg,False,people,https://www.zhihu.com/api/v4/people/a-fu-jia-de-luo-37-36,people,"四方英杰，各有异同
议论纷纷，多言何意",1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,49,0,True,
ceeb571f9be7164f3194f9af95a94872,chen-zhen-zhu-19,hula hoop,False,https://pic4.zhimg.com/v2-7096598a07e7715bee4a8e2a01f5595c_l.jpg,https://pic1.zhimg.com/v2-7096598a07e7715bee4a8e2a01f5595c.jpg,False,people,https://www.zhihu.com/api/v4/people/chen-zhen-zhu-19,people,,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,3,0,True,
aa3ff115b5240ca36e245c99183ce37b,haitian-gu,墨尔本情人,False,https://pic2.zhimg.com/v2-39f5f019de0c6ba4e5bb247022b87f8f_l.jpg,https://pic4.zhimg.com/v2-39f5f019de0c6ba4e5bb247022b87f8f.jpg,False,people,https://www.zhihu.com/api/v4/people/haitian-gu,people,大学教师,1,False,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic3.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}",,False,False,54,51,0,True,
a81ea1beab209cc24d8e50f5919c99e6,ju-wai-ren-66-89-47,局外人,False,https://pic1.zhimg.com/v2-2c3e7179fdd389fc13ad91c83e99451a_l.jpg,https://pic4.zhimg.com/v2-2c3e7179fdd389fc13ad91c83e99451a.jpg,False,people,https://www.zhihu.com/api/v4/people/ju-wai-ren-66-89-47,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,3,0,0,True,
b6e47d1cef511e45fc6db4ad5fe36b90,song-yu-65-43,宋玉,False,https://pic3.zhimg.com/d650307121a2db7402d75f9e0e1e87a8_l.jpg,https://pic3.zhimg.com/d650307121a2db7402d75f9e0e1e87a8.jpg,False,people,https://www.zhihu.com/api/v4/people/song-yu-65-43,people,,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,19,52,0,True,
47cfd14790ede42282b4d935a105d618,fan-meng-20-58-26,入江之鲸,False,https://pic4.zhimg.com/v2-ff25f4c6c9ad5bcbc998ed649e475163_l.jpg,https://pic2.zhimg.com/v2-ff25f4c6c9ad5bcbc998ed649e475163.jpg,False,people,https://www.zhihu.com/api/v4/people/fan-meng-20-58-26,people,和你一起偷吃月亮,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,423,8,3,True,
e24c643f2a7e2a13d5c29269f18d9fd1,ju-dou-ju-dou,句逗句逗,False,https://pic3.zhimg.com/v2-e478f9f6e4d81d6fdad317b683226566_l.jpg,https://pic4.zhimg.com/v2-e478f9f6e4d81d6fdad317b683226566.jpg,False,people,https://www.zhihu.com/api/v4/people/ju-dou-ju-dou,people,王者资深玩家，药学相关专业硕士在读，喜欢橘瑠衣，互关一波鸭,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,33,96,0,True,
122f4dae3055239a1335c02bcd0104f2,zhang-peng-37-25,张鹏,False,https://pic1.zhimg.com/v2-68e6fd3797c3435fb7783981f75e825e_l.jpg,https://pic4.zhimg.com/v2-68e6fd3797c3435fb7783981f75e825e.jpg,False,people,https://www.zhihu.com/api/v4/people/zhang-peng-37-25,people,从来都是只有后来！没有后悔,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,3,30,0,True,
88c0838670bc47277e3bd8c1225078eb,kang-sheng-27-40,康笙,False,https://pic1.zhimg.com/v2-897108ad79aab236e1314b85d2c6bd96_l.jpg,https://pic1.zhimg.com/v2-897108ad79aab236e1314b85d2c6bd96.jpg,False,people,https://www.zhihu.com/api/v4/people/kang-sheng-27-40,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,2,0,0,True,
624908d073b7b21eebd911a33cc505d3,yu-ran-82-68-80,羽然,False,https://pic4.zhimg.com/v2-0fffae5b79fdc9fe57df438ada43bc94_l.jpg,https://pic4.zhimg.com/v2-0fffae5b79fdc9fe57df438ada43bc94.jpg,False,people,https://www.zhihu.com/api/v4/people/yu-ran-82-68-80,people,陌上诗书闲处好,0,False,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic1.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic2.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}",,False,False,480,488,39,True,
4f4ba84063d54e76b48f1d3c0400710f,qing-shu-ru-wen-zi,请输入文字,False,https://pic1.zhimg.com/6051fb50444c24ea2e9abebe9cb4c6c8_l.jpg,https://pic4.zhimg.com/6051fb50444c24ea2e9abebe9cb4c6c8.jpg,False,people,https://www.zhihu.com/api/v4/people/qing-shu-ru-wen-zi,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,7,7,0,True,
55151871406e0bfbdc1cde3e71604194,hei-pi-bo-ben-jun,黑皮波本君,False,https://pic3.zhimg.com/v2-45b5e05a8d8640eefbd656c398d4c74a_l.jpg,https://pic3.zhimg.com/v2-45b5e05a8d8640eefbd656c398d4c74a.jpg,False,people,https://www.zhihu.com/api/v4/people/hei-pi-bo-ben-jun,people,在知乎的海洋里，我是一只不会游泳的菜鸡,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,11,13,0,True,
489cc8e4a6a62ec055127fadf031e751,shu-yu-hua-3,明伊宁,False,https://pic4.zhimg.com/v2-f8ccc52fc36d6dce13422ba79423c2cc_l.jpg,https://pic2.zhimg.com/v2-f8ccc52fc36d6dce13422ba79423c2cc.jpg,False,people,https://www.zhihu.com/api/v4/people/shu-yu-hua-3,people,热爱正典是智慧的开端。,1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,52,12,0,True,
20859c144c535ea58d90f79d1bae7f90,hot-summer-95,李伯伯的小表妹,False,https://pic1.zhimg.com/v2-5977fa66910141b65ab817d6a26c829f_l.jpg,https://pic3.zhimg.com/v2-5977fa66910141b65ab817d6a26c829f.jpg,False,people,https://www.zhihu.com/api/v4/people/hot-summer-95,people,风花月似戏一场，遗容任你瞻仰,0,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,378,8,0,True,
91e9597f626d41f686c88dcc0f7799c4,zhong-gong-dian,中宫殿,False,https://pic2.zhimg.com/v2-d4ab88f9a138d007b163bf1786793128_l.jpg,https://pic1.zhimg.com/v2-d4ab88f9a138d007b163bf1786793128.jpg,False,people,https://www.zhihu.com/api/v4/people/zhong-gong-dian,people,没什么可说的,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,1396,317,1,True,
effa03fc716057fe9676c7dcdbece62e,ben-cao-ge-zi-pu,本草阁子铺,False,https://pic3.zhimg.com/v2-177f53e1e8a86994f74662289456cfc4_l.jpg,https://pic1.zhimg.com/v2-177f53e1e8a86994f74662289456cfc4.jpg,False,people,https://www.zhihu.com/api/v4/people/ben-cao-ge-zi-pu,people,专注脚气灰指甲15年,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,9,2,0,True,
cb93ffc50fc1dbd7960be11d8ba06301,a-hhhlll,吖hhhlll,False,https://pic4.zhimg.com/v2-9fa08d6436c1cd5baf13b3cf711dd86a_l.jpg,https://pic4.zhimg.com/v2-9fa08d6436c1cd5baf13b3cf711dd86a.jpg,False,people,https://www.zhihu.com/api/v4/people/a-hhhlll,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
461f7359326bb13e27c1404e18632659,jun-jun-17-90-64,君君,False,https://pic3.zhimg.com/v2-47b2516a556c4ef3bcd427a39a935b2e_l.jpg,https://pic2.zhimg.com/v2-47b2516a556c4ef3bcd427a39a935b2e.jpg,False,people,https://www.zhihu.com/api/v4/people/jun-jun-17-90-64,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,0,0,0,True,
1ab324f3c260a58c5fede77dac87fd78,gai-dao-lan-tian-fei-xiang,该到蓝天飞翔,False,https://pic1.zhimg.com/v2-ee6cefb62c819c5382b9f7de82e1e304_l.jpg,https://pic1.zhimg.com/v2-ee6cefb62c819c5382b9f7de82e1e304.jpg,False,people,https://www.zhihu.com/api/v4/people/gai-dao-lan-tian-fei-xiang,people,,-1,False,"{'is_vip': False, 'rename_days': '60'}",,False,False,27,26,0,True,
